assistant_sentence;action;ponctuation
Tu crois que si je savais comment gagner de l'argent facile, je le dirais ?;;Int
Evidemment que non.;;Aff
Par contre, en jouant sur la cupidité des uns et la paresse des autres, je compte attirer plein de gens sur mon site et m'enrichir par ce biais.;;Aff
Je ne trouve pas ça très honnête.;;Aff
Je ne fais rien d'illégal.;;Aff
Je parle d'honnêteté intellectuelle !;;Aff
Je suis bien contente que la coupe du monde soit terminée.;;Aff
Forcément mademoiselle n'aime pas le foot.;;Aff
Non, c'est pas ça.;;Aff
C'est juste qu'à la radio, à la télé dans les magazines, c'était foot, foot, foot…;;Aff
Champion du monde !;;Aff
À croire qu'il ne s'est rien passé depuis un mois sur la terre à part le foot.;;Aff
Tu admettras quand même que c'est un sujet qui intéresse beaucoup de monde.;;Aff
Oui, mais pas tout le monde.;;Aff
Il n'y a pas que le foot dans la vie.;;Aff
Et puis, je me demande bien quel plaisir vous trouvez à regarder ça !;;Aff
Tu peux pas comprendre, c'est un sport populaire…;;Aff
Tu veux que je te dise, je comprendrai jamais pourquoi des gens modestes sont prêts à payer pour voir des millionnaires se divertir en jouant à la baballe.;;Aff
Tu peux parler, toi, avec tes magazines de mode.;;Aff
Et puis, tu me fatigues à toujours tout critiquer.;;Aff
Tu en penses quoi, toi, du travail le dimanche ?;;Int
Je ne sais pas trop quoi penser.;;Aff
Ça va faire bizarre de voir les magasins ouverts ce jour-là.;;Aff
Oui, enfin, les commerces étaient ouverts le matin.;;Aff
Pas tous !;;Aff
les supermarchés étaient fermés.;;Aff
Justement, je crois que l'idée c'est que la règle soit la même pour tout le monde.;;Aff
Ça va surtout nuire aux petits commerçants.;;Aff
Les gens iront tous dans les centres commerciaux.;;Aff
J'ai l'impression qu'on brise un tabou et qu'on ne pourra plus revenir en arrière.;;Aff
Et puis, je trouve ça pas mal qu'il y ait un jour dans la semaine où on peut faire autre chose que consommer.;;Aff
Tu dis ça parce que tu as le temps de faire tes courses un autre jour.;;Aff
Non, pas du tout, je commande tout sur Internet.;;Aff
Et tu passes ta commande quel jour ?;;Int
Ben, le dimanche…;;Aff
Tu es en train de me dire que tu es pour la fermeture des magasins le dimanche et  que tu fais tes courses sur internet le dimanche…;;Aff
Oui, mais c'est différent !;;Aff
Désolée, mais je ne vois pas ce qui est différent.;;Aff
Ce que je veux dire, c'est que avec l'ouverture des magasins le dimanche, c'est la fin des repas en famille…;;Aff
Euh… Rien ne t'oblige à sortir le dimanche.;;Aff
Ce sera juste plus pratique pour ceux qui ne peuvent pas faire autrement.;;Aff
Tu lis quoi ?;;Int
Je relis le Vol des Cigognes…;;Aff
Je ne connais pas.;;Aff
C'est de qui ?;;Int
Jean-Christophe Grangé…;;Aff
Je ne connais pas…;;Aff
Mais si, tu connais forcément.;;Aff
C'est lui qui a écrit les Rivières pourpres…;;Aff
Ah, oui, j'ai vu le film.;;Aff
En fait, tous ses livres ont été adaptés au cinéma.;;Aff
J'ai lu tous ses livres !;;Aff
J'adore !;;Aff
Et celui que tu lis maintenant, il est comment ?;;Int
C'est son premier.;;Aff
C'est absolument trépidant.;;Aff
Une fois que tu commences, tu ne peux pas t'arrêter.;;Aff
C'est si bien écrit que ça ?;;Int
Oh, ce n'est pas de la grande littérature!;;Aff
Le but n'est pas de se prendre la tête.;;Aff
Il t'emmène toujours dans une intrigue policière avec des descriptions de scènes de crime effroyables.;;Aff
Il y a un suspense qui te tient du début à la fin du bouquin.;;Aff
Tu sais, moi, les livres qui font peur, ce n'est pas trop ma tasse de thé.;;Aff
Tu n'aimes pas les polars ?;;Int
Ce n'est pas que je n'aime pas.;;Aff
Tant qu'on ne tombe pas dans les scènes d'horreur, ça va.;;Aff
Sinon, je n'arrive pas à dormir de la nuit.;;Aff
Le gouvernement actuel a vraiment pris un tournant libéral !;;Aff
Oui, et ce n'est pas plus mal.;;Aff
Parle pour toi !;;Aff
Quand j'ai voté socialiste, c'était pour avoir une politique socialiste.;;Aff
Mais là, on a l'impression que voter socialiste ou droite, c'est devenu pareil.;;Aff
Tu parles comme l'extrême droite là !;;Aff
Arrête !;;Aff
Ne dis pas n'importe quoi !;;Aff
Ce que je veux dire, c'est qu'on s'attendait à plus de justice sociale, plus d'égalité…;;Aff
Ouvre les yeux.;;Aff
Il n'y a que le travail qui donne la justice sociale.;;Aff
Tu travailles, tu gagnes de l'argent, et tout va bien après.;;Aff
On travaille plus, on gagne plus.;;Aff
Ben voyons !;;Aff
D'ailleurs, c'est ce que propose ton gouvernement socialiste en voulant enterrer les 35 heures.;;Aff
Ce n'est pas mon gouvernement !;;Aff
J'ai peut-être voté socialiste mais pas voté pour ce programme-là !;;Aff
Et puis, c'est facile de dire qu'il faut travailler plus quand on a déjà une bonne situation.;;Aff
Mais la réalité, c'est qu'il y a des millions de gens qui préféreraient qu'on travaille moins et qu'on partage le temps de travail.;;Aff
Tu vis encore dans les années 2000 là, c'est fini cette époque.;;Aff
On a essayé, ça ne marche pas.;;Aff
Point barre !;;Aff
Bon, ce que je veux dire, c'est qu'avec la politique actuelle en France, on a surtout tous les inconvénients du libéralisme sans en avoir les avantages.;;Aff
Bien, on va changer de sujet parce qu'on va pas se mettre d'accord aujourd'hui.;;Aff
Tu pars toujours en vacances dans le Médoc ?;;Int
Tu as vu, il y a encore plus d'hommes que de femmes dans le gouvernement !;;Aff
Et ça t'étonne ? Je ne vois pas où est le problème.;;Aff
Mais ça fait des années qu'on en parle et on n'est pas capable d'arriver à la parité.;;Aff
C'est peut-être que la parité n'est pas objectivement réalisable…;;Aff
Comment ça ?;;Int
Il suffit de nommer autant d'hommes que de femmes dans le gouvernement, et on n'en parle plus.;;Aff
Oui, mais s'il n'y a pas assez de femmes compétentes, pourquoi nommer quelqu'un d'incompétent au motif que c'est une femme ?;;Int
Non mais, tu plaisantes ?;;Int
Tu ne penses pas ce que tu dis quand même ?;;Int
Mais si !;;Aff
Franchement, il n'y aurait que des femmes au pouvoir si elles étaient plus aptes à gouverner.;;Aff
Non mais, je crois rêver là !;;Aff
« aptes à gouverner » … parce que tu penses que les hommes sont génétiquement plus aptes à gouverner, peut-être ?;;Int
C'est naturel, les hommes sont physiquement plus forts, ils sont donc naturellement plus disposés à détenir l'autorité, voilà !;;Aff
Ils sont surtout intellectuellement plus faibles!;;Aff
Et comment tu expliques alors qu'il n'y a quasiment que des hommes qui n'aient reçu de prix Nobel jusqu'à maintenant ?;;Int
C'est parce qu'ils sont plus bêtes, c'est ça ?;;Int
Tu mélanges tout !;;Aff
Tu mélanges tout, arrête s'il te plaît.;;Aff
Il est prouvé que les petites filles obtiennent de meilleurs résultats à l'école que les garçons.;;Aff
Mais oui…;;Aff
C'est le conditionnement que notre société impose qui fait qu'elles ne poursuivent pas forcément les études qu'elles pourraient avoir…;;Aff
Ah, ça va, hein !;;Aff
… qu'elles ne font pas les carrières auxquelles elles pourraient prétendre.;;Aff
Donc tu admettras qu'au final, on risque de manquer de femmes compétentes si elles sont orientées vers des formations qui ne mènent pas au pouvoir.;;Aff
C'est une question de modèle et de représentativité.;;Aff
Comment les filles pourraient s'identifier au pouvoir s'il est toujours incarné par un homme ?;;Int
Bon, on arrête sur ce sujet.;;Aff
Tu es allé faire les courses j'espère.;;Aff
Oui, oui.;;Aff
Et bien, tu t'occuperas aussi du repas et du linge, je suis trop crevée pour m'en occuper !;;Aff
Voici quelques arguments misogynes de Jean-Marie.;;Aff
Trouvez des arguments pour le contredire :;;Aff
Tu as vu ?;;Int
Ils parlent d'obliger les enfants à porter l'uniforme à l'école.;;Aff
On en parle tous les ans… personne n'est jamais d'accord sur ce sujet.;;Aff
Et tu en penses quoi toi ?;;Int
Je ne vois pas l'intérêt.;;Aff
Je ne pense pas qu'un uniforme va changer quelque chose dans le comportement des élèves.;;Aff
Les partisans de l'uniforme disent que ça réduirait les inégalités.;;Aff
Tu parles !;;Aff
L'uniforme ne va faire disparaître ni les différences sociales ni les écarts scolaires.;;Aff
Peut-être, mais on dit que qu'avec l'uniforme, les professeurs auraient devant eux l'image de l'unité républicaine.;;Aff
Oui, et alors ?;;Int
Eh bien, les élèves en portant l'uniforme seraient en quelque sorte contraints de sortir d'eux-mêmes, d'obéir à une certaine forme d'uniformité républicaine.;;Aff
C'est du bla bla tout ça.;;Aff
Les temps ont changé, les enfants d'aujourd'hui ne sont plus comme avant.;;Aff
On ne reviendra pas en arrière.;;Aff
Au fond, je ne suis pas contre le port de l'uniforme, je considère seulement qu'après l'avoir supprimé, ça me parait impossible de l'imposer à nouveau.;;Aff
À l'écrit, « je ne pense pas » est toujours suivi du subjonctif.;;Aff
À l'oral, cette règle n'est pas toujours respectée.;;Aff
Tu en veux ?;;Int
Oui, il a l'air délicieux.;;Aff
C'est moi qui l'ai fait.;;Aff
Tu es sérieux ?;;Int
Mais comment tu obtiens une mie aussi alvéolée ?;;Int
Tu t'intéresses au pain ?;;Int
Depuis le confinement, oui.;;Aff
Je suis plein de comptes Insta, il y en a certains qui présentent des pains magnifiques.;;Aff
Mais, j'ai beau essayer, je ne parviens jamais à obtenir la texture et le rendu auxquels j'aspire.;;Aff
Tu voudrais avoir une mie plus aérée ?;;Int
Oui, un pain gonflé, une mie aérée et surtout moelleuse, comme la tienne.;;Aff
Bienvenue dans la fameuse quête de l'open crumb.;;Aff
La quoi ?;;Int
La quête de la mie aérée en anglais, ça fait stylé, non ?;;Int
Franchement, j'ai tout essayé : une farine plus forte, un taux d'hydratation plus élevé… rien n'y fait.;;Aff
Mon pain reste “normal” ;;Aff
à des années lumières des photos qu'on voit sur Insta.;;Aff
Ce sont peut-être des pro qui travaillent dessus, et ça depuis des années.;;Aff
Détrompe-toi, ce n'est pas le cas de tous !;;Aff
Alors, ça vient de ta farine, ne cherche pas plus loin !;;Aff
Mais non, je prends tout ce qu'il y a de mieux.;;Aff
Les photos dont tu parles, c'est sur des comptes américains ?;;Int
Oui, ou canadien, je n'ai pas vérifié.;;Aff
C'est ce que je te dis, ça vient de ta farine.;;Aff
Là-bas, les farines contiennent entre 12 et 14 pour cent de protéine, alors qu'en France on est plutôt sur des taux entre 9 et 11.;;Aff
C'est un peu comme les farines utilisées pour la pâte à pizza, tu sais la manitoba.;;Aff
Vaguement entendu parler…;;Aff
Aux US et au Canada, les réglementations sont différentes.;;Aff
Les farines sont constamment enrichies avec cinq additifs.;;Aff
Et puis, il y a aussi les farines OGM, etc.;;Aff
Tu es en train de me dire que je ne pourrai jamais obtenir un pain aussi beau avec une farine française ?;;Int
La question est “qu'est-ce que tu attends d'un pain ?” Qu'il soit photogénique ou tartinable ?;;Int
Ben, si c'est le mien, je préfèrerais qu'il soit tartinable, c'est sûr.;;Aff
Et si c'est pour montrer aux autres ?;;Int
Qu'il soit photogénique…;;Aff
Mais le tien, il est photogénique et tartinable.;;Aff
Oui, mais là ma chère, ce n'est pas une question de farine, j'y ajoute une chose que tu n'as pas encore.;;Aff
Quoi ?;;Int
Le tour de main;;Aff
Tu fais le pont, le 15 août ?;;Int
Bien sûr que non !;;Aff
Quelle idée.;;Aff
Je ne vois pas en quoi ce serait bizarre de faire le pont le 15 août.;;Aff
Ben, moi je comprends pas pourquoi ça te paraît normal.;;Aff
Tout le monde fait ça.;;Aff
Et puis ça tombe un vendredi.;;Aff
Tout le monde ?;;Int
Franchement… tu n'exagères pas un peu ?;;Int
Non, tu fais des ponts, et il faudrait que je trouve ça normal, et tu voudrais que tout le monde fasse comme toi. Admets que c'est quand même pas la première chose qui nous viendrait à l'esprit.;;Aff
Tu sais, moi c'est mon entreprise qui me le propose.;;Aff
Oui, ben c'est différent alors, c'est en rapport avec ton travail.;;Aff
Tu es motorisée ?;;Int
Pardon ?;;Int
Ça veut dire quoi ?;;Int
Ben, tu te déplaces en scooter ou en voiture ?;;Int
Ah ?;;Int
Non, non, je me déplace en transport en commun.;;Aff
Mais je t'avoue que ce n'est pas pratique tous les jours.;;Aff
Oui, je comprends.;;Aff
Surtout que dans mon cas, c'est double peine : bus et RER.;;Aff
tu es motorisé ?;;Int
J'ai une voiture que je n'utilise presque jamais.;;Aff
La plupart du temps, j'utilise le tramway ou je viens en métro.;;Aff
J'habite à deux pas de la station.;;Aff
Et quand il fait beau comme aujourd'hui, j'essaie de venir à vélo.;;Aff
Oui, c'est vrai qu'il fait un temps superbe, on va se promener sur les quais ?;;Int
Oui, ce n'est pas loin, on y va à pied ?;;Int
Bah oui, tu veux y aller comment sinon ?;;Int
Tu as vu la nouvelle stagiaire ?;;Int
Elle est drôlement jeune !;;Aff
Jeune jeune, elle a au moins trente ans.;;Aff
Peut-être mais elle fait jeune.;;Aff
Elle est super sympa, tu ne trouves pas ?;;Int
Bof, elle est surtout très bête.;;Aff
Elle me pose dix fois les mêmes questions.;;Aff
À croire qu'elle ne comprend pas ce que je lui dis.;;Aff
Bah, c'est parce que tu lui expliques mal.;;Aff
Tu plaisantes, j'espère !;;Aff
J'ai déjà formé des dizaines de filles, c'est la première fois que ça se passe comme ça.;;Aff
Dis donc, tu exagères un peu.;;Aff
Elle est très gentille depuis le début du stage.;;Aff
En plus est très mignonne.;;Aff
Et ben, je ne vois pas ce que tu lui trouves…;;Aff
Dis moi, tu ne serais pas un peu jalouse, toi ?;;Int
Moi ?;;Int
jalouse ?;;Int
N'importe quoi.;;Aff
Tu es allé où finalement cet été ?;;Int
Avec Lucie, on est allés à Amsterdam.;;Aff
Amsterdam ?;;Int
Oui, c'était la première fois.;;Aff
Ça nous a pris, comme ça.;;Aff
Toi qui détestes l'avion.;;Aff
Non, mais on y allés en voiture.;;Aff
Ah oui, tu es comme ça toi.;;Aff
Ben, tu sais quand tu regardes, ce n'est pas si loin que ça.;;Aff
Il y a quoi ?;;Int
1800 bornes… mais c'est tout droit !;;Aff
Oui… Alors, c'était comment ?;;Int
Ben, on avait cherché un logement près du centre sur Rnb, mais laisse tomber les prix !;;Aff
Airbnb.;;Aff
Hein ?;;Int
L'appli, c'est Airbnb, pas Rnb.;;Aff
Ouais, c'est pareil.;;Aff
Donc, on essaie de se trouver un petit truc sympa, tu vois, genre péniche sur la Seine…;;Aff
Mais t'as rien en dessous de 200 balles.;;Aff
Alors, on a cherché un peu plus excentré et on a trouvé un truc entre Amsterdam et l'autre grande ville qui finit aussi en « -dam ».;;Aff
Euh Rotterdam ?;;Int
Ouais.;;Aff
Bon, et vous avez vu le musée Van Gogh ?;;Int
Ben, j'ai vu la brochure.;;Aff
Non, mais attends, franchement, tu as vu les peintures qu'ils ont sélectionnées ?;;Int
Non, je sais juste que c'est un incontournable quand tu vas aux Pays-Bas.;;Aff
Incontournable, incontournable.;;Aff
Oh, les tableaux, bonjour la thématique, c'est bon pour te donner l'envie de te pendre, c'est pas pour les vacances.;;Aff
Donc, vous êtes allés en Hollande sans aller au musée Van Gogh ?;;Int
Si !;;Aff
On y est allés.;;Aff
Mais vous n'êtes pas rentrés.;;Aff
Voilà !;;Aff
T'as tout compris.;;Aff
C'est Lucie qui devait être contente.;;Aff
Ouais, elle était contente.;;Aff
Tu sais Lucie, ce qui la rend heureuse, c'est de passer ses journées avec moi.;;Aff
Laisse tomber.;;Aff
Jean de La Fontaine est le fils de Charles de La Fontaine (1594-1658), maître des Eaux et Forêts et capitaine des chasses du duché de Château-Thierry, et de Françoise Pidoux (1582-1644), fille de Jean Pidoux, seigneur de la Maduère (1550-1610).;;Aff
Il a un frère cadet, Claude, né en 1623, et une demi-sœur, Anne de Jouy, née en 1611 d'une première union de leur mère avec Louis de Jouy, un riche marchand de Coulommiers.;;Aff
Issu d'une famille de marchands-drapiers en voie d'anoblissement, il passe ses premières années à Château-Thierry, dans l'hôtel particulier que ses parents ont acheté en 1617 au moment de leur mariage.;;Aff
Jean de La Fontaine exercera d'ailleurs la charge de maître particulier jusqu'en 1671.;;Aff
Le poète gardera cette maison jusqu'en 1676, époque où il connaît des embarras pécuniaires après avoir dilapidé la fortune paternelle.;;Aff
Classée monument historique en 1887, la demeure du fabuliste abrite aujourd'hui le musée Jean-de-La-Fontaine.;;Aff
Années de formation (1641-1658);;Aff
Sa maison à Château-Thierry.;;Aff
On sait peu de choses sur les études de La Fontaine.;;Aff
On sait qu'il a fréquenté jusqu'en troisième le collège de sa ville natale, qu'il s'y est lié d'amitié avec François de Maucroix et qu'il a appris le latin, mais pas le grec.;;Aff
Un mouvement de ferveur lui inspire d'être ecclésiastique, et il entre le 27 avril 1641 au couvent de l'Oratoire.;;Aff
Comme il est le fils aîné, il est très douteux qu'il ait été encouragé par sa famille dans cette vocation (d'autant plus que son frère cadet le rejoint bientôt dans cette institution);;Aff
cependant son père ne s'y oppose pas.;;Aff
Mais dès 1642 il renonce à l'état clérical, préférant lire L'Astrée, d'Honoré d'Urfé, et Rabelais, plutôt que saint Augustin.;;Aff
Il reprend des études de droit à Paris et fréquente un cercle de jeunes poètes : les Chevaliers de la table ronde, où il rencontre Paul Pellisson, François Charpentier, Gédéon Tallemant des Réaux, et Antoine de Rambouillet de La Sablière, qui épousera la future protectrice du poète, Marguerite de La Sablière.;;Aff
Il obtient en 1649 un diplôme d'avocat au parlement de Paris.;;Aff
Entretemps, en 1647, son père a organisé pour lui un mariage de complaisance avec la très jeune Marie Héricart (1633-1709), fille de Louis Héricart (1605-1641), lieutenant civil et criminel du bailliage de La Ferté-Milon, d'Agnès Petit de Heurtebise (1606-1670).;;Aff
Le contrat de mariage est signé chez le notaire Thierry François, le 10 novembre 1647.;;Aff
Le marié a 26 ans, la mariée 14 et demi.;;Aff
S'il faut en croire ce que Tallemant des Réaux écrira dix ans plus tard dans l'historiette qu'il consacre à quelques « rêveurs » notoires du temps, La Fontaine ne tarde pas à se lasser de son épouse et à la délaisser pour des amours éphémères :;;Aff
Sa femme dit qu'il resve tellement qu'il est quelque fois trois semaines sans croire estre marié.;;Aff
C'est une coquette qui s'est assez mal gouvernée depuis quelque temps : il ne s'en tourmente point.;;Aff
On luy dit : mais un tel cajolle vostre femme.;;Aff
Ma foy ! répond-il, qu'il fasse ce qu'il pourra;;Aff
je ne m'en soucie point.;;Aff
Il s'en lassera comme j'ay fait.;;Aff
Cette indifférence a fait enrager cette femme, elle seiche de chagrin.;;Aff
Lui est amoureux où il peut…;;Aff
Ses fréquentations parisiennes, pour ce que l'on en sait, sont celles des sociétés précieuses et libertines de l'époque.;;Aff
Son attitude pendant les troubles de la Fronde, de 1648 à 1653, est inconnue.;;Aff
L'instabilité politique et les revirements continuels de cette période ont pu lui inspirer la morale désabusée de certaines fables comme Conseil tenu par les rats ou La Chauve-souris et les Deux Belettes : « Le Sage dit, selon les gens, Vive le Roi, vive la Ligue ».;;Aff
En 1652, La Fontaine acquiert la charge de maître particulier triennal des eaux et des forêts du duché de Château-Thierry, à laquelle se cumule celle de son père à la mort de celui-ci.;;Aff
Tâche dont on soupçonne La Fontaine de ne guère s'occuper avec passion ni assiduité et qu'il revend intégralement en 1672.;;Aff
En 1652, sa femme lui donne un fils, Charles (1652-1722), dont l'éducation est confiée à son parrain, le chanoine François Maucroix, le plus grand ami du poète tout au long de sa vie.;;Aff
À cette époque, La Fontaine se consacre entièrement à la littérature.;;Aff
Sa première œuvre imprimée, l'adaptation en vers de L'Eunuque de Térence, paraît en 1654 chez le célèbre libraire Augustin Courbé, sans susciter d'intérêt dans les milieux littéraires de la capitale.;;Aff
Au service de Nicolas Fouquet (1658-1663);;Aff
En 1658, après que La Fontaine et sa femme ont demandé la séparation de biens par mesure de prudence;;Aff
il entre au service de Nicolas Fouquet, procureur général au Parlement de Paris et surintendant des Finances, auquel, outre une série de poèmes de circonstances prévus par contrat — une « pension poétique »;;Aff
il dédie le poème épique Adonis, tiré d'Ovide, et élabore un texte composite à la gloire du domaine de son patron, Le Songe de Vaux, qui restera inachevé, car Fouquet est arrêté sur ordre de Louis XIV.;;Aff
Cette arrestation survient au lendemain des fêtes fastueuses que Fouquet avait organisées, au cours de l'été 1661, en son château de Vaux-le-Vicomte et dont La Fontaine donne un compte rendu détaillé à son ami Maucroix.;;Aff
Fidèle en amitié, La Fontaine écrit en faveur de son protecteur en 1662, l'Ode au Roi puis l'Élégie aux nymphes de Vaux.;;Aff
Certains biographes ont soutenu que cette défense de Fouquet, alors arrêté, avait valu à La Fontaine la haine de Colbert, puis celle de Louis XIV lui-même, sans que l'on dispose de témoignages clairs à ce sujet.;;Aff
On ne sait pas exactement si son voyage en Limousin en 1663 résulte d'un exil ordonné par l'administration de Louis XIV ou de la décision librement consentie de faire accompagner l'oncle de sa femme Jannart, exilé, qui l'avait présenté à Fouquet en 1658.;;Aff
Il tire de ce déplacement une Relation d'un voyage de Paris en Limousin : il s'agit d'un récit de voyage sous forme de lettres en vers et en prose adressées à son épouse, publié de façon posthume.;;Aff
Dans ce récit, il mentionne sa rencontre avec une servante d'auberge à Bellac, ce qui permettra à Jean Giraudoux, originaire de ce lieu, de s'imaginer une affiliation avec ce poète, pour qui l'écrivain noue une grande passion.;;Aff
Les expériences numériques avec des assistants virtuels sont considérées comme des avancées technologiques majeures.;;Aff
Elles sont récentes et les tendances de consommation sont prometteuses.;;Aff
Les experts affirment que les expériences numériques atteindront un statut comparable à celui des expériences réelle.;;Aff
La tendance est vérifiée par un nombre élevé d'utilisations fréquentes et par la croissance substantielle des utilisateurs mondiaux d'assistants numériques virtuels.;;Aff
En 2017, le nombre d'utilisateurs réguliers d'assistants virtuels numériques est estimé à 1 milliard dans le monde entier.;;Aff
De plus, on peut observer que la technologie des assistants numériques virtuels n'est plus limitée aux applications pour smartphones, elle est dorénavant présente dans de nombreux secteurs industriels (y compris l'automobile, les télécommunications, la distribution, la santé et l'éducation).;;Aff
Avec les importantes dépenses de R&D des entreprises dans tous les secteurs et la croissance des appareils mobiles, le marché de la technologie de reconnaissance vocale devrait connaître un taux de croissance annuel de 34,9% à l'échelle mondiale entre 2016 et 2024 et dépasser ainsi la taille du marché mondial de 7,5 milliards de dollars d'ici 2024.;;Aff
Compte tenu de la répartition régionale des leaders du marché, les entreprises nord-américaines (Nuance Communications, IBM, eGain) devraient dominer l'industrie au cours des prochaines années.;;Aff
Cela est dû à l'impact significatif du BYOD (Bring Your Own Device) et de la mobilité des modèles d'entreprises.;;Aff
La demande croissante de plateformes assistées par téléphone intelligent devrait stimuler davantage la croissance de l'industrie de l'assistant virtuel intelligent en Amérique du Nord.;;Aff
Malgré sa taille plus petite par rapport au marché nord-américain, l'industrie des assistants virtuels intelligents de la région Asie-Pacifique, avec ses principaux acteurs en Inde et en Chine, devrait atteindre un taux de croissance annuel de 40% (supérieur à la moyenne mondiale) sur la période 2016-2024.;;Aff
Alors, tu es satisfaite de ton nouveau piano ?;;Int
Oui, j'en suis très contente J'en joue constamment.;;Aff
Mais comment sais-tu que j'ai un nouveau piano.;;Aff
C'est Valérie qui m'en a parlé.;;Aff
Tu te souviens du morceau qu'on jouait au lycée ?;;Int
Oui, je crois que je m'en souviens.;;Aff
Tu pourrais le jouer pour l'anniversaire de Valérie, elle serait super contente.;;Aff
Il faudrait que je travaille dessus…;;Aff
Mais en ce moment, je manque de temps.;;Aff
Je dois m'occuper du concert que je donne le mois prochain.;;Aff
Pourquoi tu n'essaies pas de le jouer ?;;Int
Tu as tout oublié ?;;Int
Oui, j'en ai bien peur !;;Aff
Avec un peu de pratique, tu t'en sortiras très bien.;;Aff
Peut-être.;;Aff
Euh… oui…;;Aff
Tu n'en as pas marre de passer toutes tes soirées avec ton piano ?;;Int
Et toi ?;;Int
T'en as pas marre de passer toutes tes soirées avec ta Valérie ?;;Int
Quel genre d'enfant étiez-vous ?;;Int
J'étais très calme et très curieuse.;;Aff
Comment passiez-vous votre temps libre ?;;Int
Enfant, je sortais peu de chez moi.;;Aff
Je jouais avec mes frères et sœurs et nous passions les mercredis et les dimanches tranquillement en famille.;;Aff
Parfois on allait au cinéma en famille, mais c'était très rare.;;Aff
Vous n'aviez pas d'amis ?;;Int
Si bien sûr, j'avais des camarades de classe, mais ils ne venaient jamais à la maison.;;Aff
Vous pratiquiez un sport ?;;Int
Je faisais de l'équitation tous les mercredis après-midi. J'adorais ça.;;Aff
Jouiez-vous d'un instrument ?;;Int
Oui, je jouais du violon.;;Aff
D'ailleurs, mes parents aussi jouaient du violon.;;Aff
Où passiez-vous vos vacances ?;;Int
Alors, chaque année, mes parents nous emmenaient en Bretagne près de Saint-Malo.;;Aff
Mon oncle avait une maison secondaire là-bas.;;Aff
J'adorais cet endroit.;;Aff
On pouvait aller à la mer tous les jours.;;Aff
Vous pourriez me parler de la maison de votre oncle ?;;Int
Oui, elle était grande.;;Aff
Il y avait cinq ou six chambres.;;Aff
La salle à manger était gigantesque.;;Aff
On faisait des repas incroyables.;;Aff
Mon oncle invitait toujours des tas d'amis qui apportaient tous un petit quelque chose à manger et à la fin, ça faisait un grand repas.;;Aff
Ils appelaient ça « la compotatio », mais je ne suis pas certaine que le terme existe vraiment…;;Aff
Est-ce qu'il y avait un jardin ?;;Int
Paradoxalement, le jardin n'était pas à l'échelle de la maison.;;Aff
Il était minuscule, presque ridicule comparé à cette immense demeure.;;Aff
Mais cela n'avait pas d'importance, nous étions toujours à la mer car la maison était située à deux pas de la plage.;;Aff
Tu prends quoi ?;;Int
Je vais prendre du porto.;;Aff
Tu me dis stop.;;Aff
Stop !;;Aff
Et moi… et bien je vais prendre la même chose que toi.;;Aff
On trinque ?;;Int
On n'attend pas Gilles ?;;Int
Non, il nous a dit de commencer sans lui.;;Aff
Il est en train de s'occuper du barbecue.;;Aff
Qu'est-ce que je te sers ?;;Int
J'ai du Martini, du Ricard, du gin, de la vodka, et de quoi faire un kir.;;Aff
Je vais prendre un kir.;;Aff
Tiens, santé !;;Aff
À la tienne !;;Aff
Sers-toi !;;Aff
Il faut tout finir !;;Aff
C'est toi qui as préparé tout ça ?;;Int
Oui, c'est super facile à faire.;;Aff
C'est incroyable.;;Aff
Et c'est délicieux.;;Aff
Ça a dû prendre un temps fou.;;Aff
Pas tant que ça.;;Aff
Je suis contente que ça te plaise.;;Aff
As-tu entendu parler de cette nouvelle série ?;;Int
J'ai hâte de partir en vacances cet été.;;Aff
Tu as essayé cette nouvelle recette de gâteau ?;;Int
Comment s'est passée ta journée jusqu'à présent ?;;Int
Je viens de terminer un livre vraiment captivant.;;Aff
Avez-vous prévu quelque chose pour ce week-end ?;;Int
Je suis impressionné par tes progrès en français !;;Aff
Les fleurs dans le jardin commencent à éclore, c'est magnifique.;;Aff
J'ai entendu dire qu'ils vont ouvrir un nouveau musée en ville.;;Aff
Quel est ton plat préféré à cuisiner ?;;Int
Je suis étonné par la rapidité avec laquelle le temps passe.;;Aff
C'est incroyable comme les étoiles sont brillantes ce soir.;;Aff
Je pense qu'il est temps de changer la décoration du salon.;;Aff
J'ai eu une journée chargée, mais maintenant je peux enfin me détendre.;;Aff
uel est le dernier film que tu as vu au cinéma ?;;Int
Tu as vu la nouvelle sculpture installée en centre-ville ?;;Int
Je me demande ce que l'avenir nous réserve.;;Aff
Ce nouveau restaurant italien a reçu d'excellentes critiques.;;Aff
C'est fou comme le monde est connecté grâce à internet.;;Aff
J'ai enfin terminé ce puzzle difficile que j'avais commencé il y a des semaines.;;Aff
Tu as déjà essayé la méditation pour te détendre ?;;Int
Je viens de découvrir un nouvel artiste dont la musique est incroyable.;;Aff
Avez-vous entendu parler de cette nouvelle découverte scientifique ? C'est révolutionnaire !;;Aff
Je suis tombé sur cette citation inspirante aujourd'hui : 'Le bonheur se trouve dans les petites choses.';;Aff
Je suis tellement reconnaissant pour toutes les opportunités que la vie m'a offertes.;;Aff
Je suis impressionné par la beauté des paysages que j'ai vus lors de ma dernière randonnée.;;Aff
J'ai appris une nouvelle langue pendant le confinement, c'était un défi mais ça en valait la peine.;;Aff
La lecture de ce roman m'a transporté dans un tout autre univers.;;Aff
